img_name,labels,top,left,bottom,right,width,height,num_digits
1042.png,1.0_9.0_4.0,6,53,63,104,51,57,3
10420.png,6.0,5,27,34,40,13,29,1
10421.png,2.0_7.0,7,35,34,58,23,27,2
10422.png,9.0_5.0,13,59,68,120,61,55,2
10423.png,5.0_3.0,1,13,17,28,15,16,2
10424.png,2.0_3.0,5,18,17,34,16,12,2
10425.png,9.0_2.0_1.0,10,3,57,46,43,47,3
10426.png,2.0_9.0,3,14,20,29,15,17,2
10427.png,5.0,6,28,27,41,13,21,1
10428.png,8.0_7.0_8.0,13,45,38,75,30,25,3
10429.png,2.0_2.0,7,39,46,80,41,39,2
1043.png,9.0_8.0,7,48,49,80,32,42,2
10430.png,7.0,9,37,42,57,20,33,1
10431.png,4.0_9.0,2,16,19,30,14,17,2
10432.png,2.0_4.0_6.0,7,32,38,70,38,31,3
10433.png,5.0_2.0,17,88,99,195,107,82,2
10434.png,7.0_9.0,15,52,45,74,22,30,2
10435.png,1.0,8,66,74,86,20,66,1
10436.png,4.0_1.0,36,112,85,161,49,49,2
10437.png,7.0_9.0,3,26,28,42,16,25,2
10438.png,8.0_5.0,7,38,44,67,29,37,2
10439.png,1.0_7.0_1.0,8,63,73,177,114,65,3
1044.png,3.0_10.0_1.0,71,129,121,173,44,50,3
10440.png,6.0_1.0,3,31,32,49,18,29,2
10441.png,3.0_6.0,1,13,14,28,15,13,2
10442.png,1.0_5.0_4.0,1,20,30,48,28,29,3
10443.png,8.0_5.0,3,23,29,42,19,26,2
10444.png,1.0_1.0,1,25,31,50,25,30,2
10445.png,7.0_10.0_7.0,29,161,57,218,57,28,3
10446.png,4.0_7.0_4.0,1,20,26,53,33,25,3
10447.png,8.0_2.0,3,21,21,35,14,18,2
10448.png,2.0_9.0,16,68,67,107,39,51,2
10449.png,2.0_4.0_7.0,1,20,22,43,23,21,3
1045.png,3.0,9,35,41,53,18,32,1
10450.png,1.0_1.0_3.0_3.0,26,120,50,165,45,24,4
10451.png,1.0_10.0,3,29,37,45,16,34,2
10452.png,9.0,9,48,45,72,24,36,1
10453.png,1.0_8.0,8,30,29,51,21,21,2
10454.png,5.0_3.0,3,22,21,37,15,18,2
10455.png,1.0_8.0_9.0,9,47,42,77,30,33,3
10456.png,1.0_2.0,6,8,46,38,30,40,2
10457.png,8.0_7.0_10.0,22,69,47,104,35,25,3
10458.png,1.0_7.0_3.0,19,222,89,309,87,70,3
10459.png,2.0_7.0,2,37,46,80,43,44,2
1046.png,2.0_3.0,3,28,32,49,21,29,2
10460.png,2.0_7.0,2,26,30,59,33,28,2
10461.png,2.0_10.0_3.0,1,21,31,64,43,30,3
10462.png,1.0_10.0_10.0,5,18,17,32,14,12,3
10463.png,1.0_2.0_8.0,9,39,39,76,37,30,3
10464.png,9.0,5,31,41,55,24,36,1
10465.png,1.0,13,81,82,106,25,69,1
10466.png,8.0,6,41,46,62,21,40,1
10467.png,2.0_3.0,14,52,55,93,41,41,2
10468.png,4.0_7.0,7,58,60,92,34,53,2
10469.png,9.0_1.0,2,37,42,66,29,40,2
1047.png,1.0_2.0,9,44,54,81,37,45,2
10470.png,2.0_10.0_5.0,1,67,80,190,123,79,3
10471.png,9.0_4.0,2,59,48,102,43,46,2
10472.png,1.0_9.0_7.0,1,12,13,30,18,12,3
10473.png,1.0_8.0_6.0,2,24,23,43,19,21,3
10474.png,6.0_9.0,1,23,32,54,31,31,2
10475.png,2.0_7.0_8.0_7.0,4,21,22,60,39,18,4
10476.png,1.0_1.0,1,13,16,24,11,15,2
10477.png,4.0,5,39,42,60,21,37,1
10478.png,6.0_1.0,7,39,37,62,23,30,2
10479.png,1.0_4.0_2.0_4.0,1,18,21,57,39,20,4
1048.png,3.0,5,32,37,49,17,32,1
10480.png,2.0_2.0_3.0_10.0,4,39,47,90,51,43,4
10481.png,4.0_7.0,21,121,87,198,77,66,2
10482.png,4.0_10.0,5,27,28,49,22,23,2
10483.png,9.0_2.0,8,27,30,46,19,22,2
10484.png,1.0_7.0_1.0_10.0,7,22,21,50,28,14,4
10485.png,2.0_1.0,6,68,88,117,49,82,2
10486.png,4.0_2.0_10.0,18,9,51,46,37,33,3
10487.png,5.0,10,40,57,75,35,47,1
10488.png,1.0_2.0_9.0_9.0,57,89,90,129,40,33,4
10489.png,3.0_6.0,3,53,37,89,36,34,2
1049.png,8.0_6.0_6.0,15,53,41,88,35,26,3
10490.png,7.0_7.0,1,20,25,42,22,24,2
10491.png,2.0_2.0_7.0,9,57,64,95,38,55,3
10492.png,1.0_9.0,0,13,24,51,38,24,2
10493.png,8.0_2.0,7,32,43,72,40,36,2
10494.png,4.0,11,35,44,57,22,33,1
10495.png,6.0_1.0,6,21,19,33,12,13,2
10496.png,1.0_2.0,5,41,47,73,32,42,2
10497.png,4.0_4.0_6.0,35,111,92,167,56,57,3
10498.png,4.0_9.0_1.0,14,49,44,99,50,30,3
10499.png,4.0,2,22,18,28,6,16,1
105.png,1.0_4.0,10,83,113,197,114,103,2
1050.png,4.0_7.0,7,55,69,114,59,62,2
10500.png,1.0_10.0,6,43,47,86,43,41,2
10501.png,1.0_6.0,9,31,24,45,14,15,2
10502.png,1.0_10.0_2.0_2.0,10,61,75,124,63,65,4
10503.png,1.0_7.0_7.0,4,23,25,54,31,21,3
10504.png,3.0_10.0,4,29,29,49,20,25,2
10505.png,1.0,1,15,20,24,9,19,1
10506.png,5.0_10.0,4,29,34,47,18,30,2
10507.png,1.0_4.0_1.0,18,48,56,89,41,38,3
10508.png,1.0_5.0_3.0,20,87,89,165,78,69,3
10509.png,3.0,1,15,16,21,6,15,1
1051.png,8.0_5.0,2,21,29,42,21,27,2
10510.png,5.0_3.0,5,46,36,72,26,31,2
10511.png,1.0_3.0_10.0,5,31,42,85,54,37,3
10512.png,6.0,17,72,64,94,22,47,1
10513.png,2.0_1.0_10.0,1,20,25,54,34,24,3
10514.png,8.0,3,25,18,34,9,15,1
10515.png,6.0_1.0,7,19,22,39,20,15,2
10516.png,2.0_1.0_5.0_10.0,9,56,58,153,97,49,4
10517.png,9.0,1,21,34,40,19,33,1
10518.png,7.0,2,14,14,20,6,12,1
10519.png,5.0_10.0,3,27,30,57,30,27,2
1052.png,9.0,1,19,21,29,10,20,1
10520.png,2.0_4.0,6,44,54,87,43,48,2
10521.png,4.0,2,20,18,29,9,16,1
10522.png,2.0_7.0,1,14,18,25,11,17,2
10523.png,4.0_7.0,6,52,70,148,96,64,2
10524.png,4.0,4,22,27,35,13,23,1
10525.png,3.0_3.0,8,24,22,36,12,14,2
10526.png,1.0_1.0,5,29,33,43,14,28,2
10527.png,1.0,7,29,30,38,9,23,1
10528.png,2.0_8.0,4,30,38,67,37,34,2
10529.png,1.0_7.0,10,45,40,68,23,30,2
1053.png,3.0_9.0,11,56,75,117,61,64,2
10530.png,5.0_4.0,3,16,23,30,14,20,2
10531.png,9.0,2,32,33,49,17,31,1
10532.png,1.0,2,21,24,31,10,22,1
10533.png,2.0_4.0,4,21,25,33,12,21,2
10534.png,5.0_2.0,6,39,43,77,38,37,2
10535.png,4.0_7.0_5.0,12,40,45,74,34,33,3
10536.png,1.0_10.0_10.0,3,10,47,71,61,44,3
10537.png,2.0,5,32,36,49,17,31,1
10538.png,8.0,26,118,141,180,62,115,1
10539.png,4.0_6.0,2,17,27,57,40,25,2
1054.png,1.0_9.0_7.0_9.0,1,20,24,56,36,23,4
10540.png,1.0_2.0_4.0,11,62,63,119,57,52,3
10541.png,7.0,13,187,66,236,49,53,1
10542.png,1.0_2.0_8.0,8,35,35,69,34,27,3
10543.png,1.0_7.0,5,42,45,81,39,40,2
10544.png,3.0_3.0_2.0,14,52,42,84,32,28,3
10545.png,1.0_7.0_2.0_3.0,19,85,81,142,57,62,4
10546.png,2.0_5.0,1,21,25,43,22,24,2
10547.png,4.0_5.0,4,29,31,62,33,27,2
10548.png,5.0_10.0_9.0,3,20,23,52,32,20,3
10549.png,9.0_1.0_6.0,3,48,50,107,59,47,3
1055.png,7.0,15,40,46,56,16,31,1
10550.png,1.0_6.0_1.0,6,38,51,93,55,45,3
10551.png,4.0_9.0,6,22,26,41,19,20,2
10552.png,3.0_8.0,9,37,37,64,27,28,2
10553.png,6.0_7.0,5,35,49,77,42,44,2
10554.png,5.0_3.0,11,31,27,50,19,16,2
10555.png,6.0_8.0_5.0,6,15,44,66,51,38,3
10556.png,3.0_2.0,7,31,32,49,18,25,2
10557.png,2.0_5.0,1,16,19,35,19,18,2
10558.png,8.0_7.0,14,59,55,95,36,41,2
10559.png,4.0_1.0,10,51,37,84,33,27,2
1056.png,9.0_6.0,4,24,19,37,13,15,2
10560.png,4.0_3.0,6,43,51,86,43,45,2
10561.png,7.0_7.0,6,39,43,63,24,37,2
10562.png,9.0_9.0,2,35,40,65,30,38,2
10563.png,6.0_10.0,4,56,72,126,70,68,2
10564.png,2.0_3.0_5.0,25,73,91,220,147,66,3
10565.png,6.0_6.0_9.0,32,129,135,273,144,103,3
10566.png,7.0_4.0,4,17,21,29,12,17,2
10567.png,4.0_2.0,14,64,75,123,59,61,2
10568.png,3.0_10.0,6,24,24,36,12,18,2
10569.png,5.0,7,39,24,47,8,17,1
1057.png,7.0_10.0,2,16,22,41,25,20,2
10570.png,5.0,10,37,35,50,13,25,1
10571.png,1.0_7.0,3,26,31,55,29,28,2
10572.png,1.0,2,17,18,23,6,16,1
10573.png,4.0_1.0,6,28,31,52,24,25,2
10574.png,2.0_10.0,6,22,25,46,24,19,2
10575.png,3.0_10.0,4,27,36,49,22,32,2
10576.png,7.0_2.0,11,38,40,67,29,29,2
10577.png,5.0_4.0,2,23,29,52,29,27,2
10578.png,1.0_10.0_10.0,27,209,86,268,59,59,3
10579.png,5.0_9.0,6,29,24,51,22,18,2
1058.png,1.0_7.0,9,38,46,82,44,37,2
10580.png,2.0,4,37,27,49,12,23,1
10581.png,9.0,7,26,34,41,15,27,1
10582.png,7.0_3.0,4,29,34,52,23,30,2
10583.png,2.0,5,58,71,90,32,66,1
10584.png,3.0_9.0,3,18,15,31,13,12,2
10585.png,6.0_7.0,16,43,42,68,25,26,2
10586.png,1.0_2.0_3.0,19,102,62,151,49,43,3
10587.png,1.0_1.0_1.0,1,17,21,39,22,20,3
10588.png,8.0,3,19,27,31,12,24,1
10589.png,2.0,2,27,22,37,10,20,1
1059.png,9.0_1.0,2,44,52,77,33,50,2
10590.png,1.0_3.0,10,50,73,106,56,63,2
10591.png,4.0_5.0_3.0,19,74,48,113,39,29,3
10592.png,4.0_7.0,1,13,16,29,16,15,2
10593.png,6.0_2.0,6,29,32,60,31,26,2
10594.png,8.0_8.0,20,87,45,128,41,25,2
10595.png,2.0_10.0,9,49,62,127,78,53,2
10596.png,1.0_7.0,15,95,102,145,50,87,2
10597.png,8.0,22,67,74,91,24,52,1
10598.png,1.0_6.0_3.0,14,72,59,120,48,45,3
10599.png,6.0,2,20,24,33,13,22,1
106.png,1.0_4.0,12,37,29,60,23,17,2
1060.png,1.0_9.0,15,51,38,72,21,23,2
10600.png,6.0,5,24,27,35,11,22,1
10601.png,2.0_9.0,1,14,17,35,21,16,2
10602.png,2.0_7.0,18,67,67,110,43,49,2
10603.png,5.0_1.0_3.0,18,82,85,146,64,67,3
10604.png,1.0_10.0,1,15,18,30,15,17,2
10605.png,2.0_3.0,1,16,20,33,17,19,2
10606.png,2.0_10.0_3.0,14,68,102,197,129,88,3
10607.png,1.0_4.0,5,38,34,53,15,29,2
10608.png,3.0_1.0,5,19,21,32,13,16,2
10609.png,2.0_4.0_1.0,5,26,25,45,19,20,3
1061.png,4.0_10.0_10.0,19,70,51,109,39,32,3
10610.png,2.0_2.0_4.0,31,128,110,282,154,79,3
10611.png,1.0_4.0,9,58,79,131,73,70,2
10612.png,2.0_3.0,7,29,34,52,23,27,2
10613.png,1.0_9.0_7.0,22,83,82,120,37,60,3
10614.png,1.0_2.0_1.0,40,175,93,231,56,53,3
10615.png,1.0_10.0,4,26,31,44,18,27,2
10616.png,3.0_5.0,1,40,49,90,50,48,2
10617.png,2.0_5.0_6.0_9.0,23,106,123,208,102,100,4
10618.png,3.0_3.0,2,26,31,52,26,29,2
10619.png,2.0_5.0_2.0_7.0,5,28,22,59,31,17,4
1062.png,4.0_6.0,37,141,154,213,72,117,2
10620.png,5.0_3.0,1,16,20,31,15,19,2
10621.png,3.0_4.0_7.0,39,177,72,221,44,33,3
10622.png,2.0_5.0_7.0,7,28,28,61,33,21,3
10623.png,2.0_10.0,9,43,38,76,33,29,2
10624.png,1.0_3.0_2.0,3,54,67,129,75,64,3
10625.png,2.0_10.0_9.0,3,20,17,42,22,14,3
10626.png,1.0_1.0_2.0,15,83,104,186,103,89,3
10627.png,5.0_8.0_10.0,23,64,77,131,67,54,3
10628.png,7.0_3.0,14,47,53,85,38,39,2
10629.png,1.0,5,24,25,34,10,20,1
1063.png,4.0_3.0,2,23,17,36,13,15,2
10630.png,2.0,5,35,42,55,20,37,1
10631.png,3.0_1.0,18,54,54,90,36,36,2
10632.png,1.0_6.0_4.0_9.0,24,62,68,108,46,44,4
10633.png,1.0_8.0_2.0_7.0,4,20,24,54,34,20,4
10634.png,4.0,29,77,237,247,170,208,1
10635.png,6.0,4,31,29,44,13,25,1
10636.png,2.0,10,28,31,38,10,21,1
10637.png,2.0,6,23,18,29,6,12,1
10638.png,5.0_10.0_10.0,2,20,24,49,29,22,3
10639.png,5.0_1.0,3,24,27,48,24,24,2
1064.png,5.0_5.0_8.0,20,109,124,240,131,104,3
10640.png,2.0_4.0_5.0,4,25,27,47,22,23,3
10641.png,5.0_2.0_2.0_1.0,55,92,102,153,61,47,4
10642.png,2.0_1.0_6.0,16,73,46,107,34,30,3
10643.png,3.0,3,18,19,28,10,16,1
10644.png,6.0_6.0,8,62,41,72,10,33,2
10645.png,5.0_5.0,5,26,31,49,23,26,2
10646.png,3.0_4.0_10.0,8,34,38,64,30,30,3
10647.png,1.0_1.0_10.0,6,27,24,51,24,18,3
10648.png,1.0_4.0,3,13,21,25,12,18,2
10649.png,3.0_4.0_10.0,8,40,34,70,30,26,3
1065.png,1.0_7.0,2,23,27,49,26,25,2
10650.png,6.0_2.0,2,16,19,37,21,17,2
10651.png,9.0,4,34,44,57,23,40,1
10652.png,4.0_3.0_8.0,30,86,103,194,108,73,3
10653.png,6.0,7,35,29,52,17,22,1
10654.png,9.0_2.0,6,44,56,92,48,50,2
10655.png,2.0_7.0,19,57,44,78,21,25,2
10656.png,7.0,5,24,30,35,11,25,1
10657.png,2.0_9.0,4,25,30,41,16,26,2
10658.png,2.0_4.0,6,27,25,38,11,19,2
10659.png,4.0_2.0,3,29,38,71,42,35,2
1066.png,6.0_8.0,2,17,24,39,22,22,2
10660.png,5.0_3.0,3,27,28,53,26,25,2
10661.png,4.0_5.0,25,51,61,92,41,36,2
10662.png,1.0,5,8,20,17,9,15,1
10663.png,1.0_10.0_4.0_1.0,78,177,111,253,76,33,4
10664.png,4.0_9.0,3,23,29,46,23,26,2
10665.png,1.0,3,11,31,20,9,28,1
10666.png,4.0_8.0,9,40,41,64,24,32,2
10667.png,5.0_9.0,2,19,21,37,18,19,2
10668.png,2.0_5.0,1,14,18,34,20,17,2
10669.png,5.0_6.0,1,23,28,46,23,27,2
1067.png,3.0_7.0,22,120,71,162,42,49,2
10670.png,2.0_3.0,9,55,65,115,60,56,2
10671.png,1.0_6.0_8.0_8.0,1,44,83,170,126,82,4
10672.png,1.0_8.0_3.0,16,62,47,105,43,31,3
10673.png,5.0_1.0,3,35,45,77,42,42,2
10674.png,4.0_8.0,4,33,32,65,32,28,2
10675.png,1.0_4.0,1,23,29,49,26,28,2
10676.png,5.0_3.0,40,123,91,173,50,51,2
10677.png,4.0,2,19,15,27,8,13,1
10678.png,2.0_10.0,9,52,61,103,51,52,2
10679.png,1.0_10.0,5,34,34,62,28,29,2
1068.png,1.0_6.0,6,19,26,40,21,20,2
10680.png,4.0_4.0,8,32,38,58,26,30,2
10681.png,2.0_7.0,1,13,17,27,14,16,2
10682.png,2.0_9.0,1,19,22,46,27,21,2
10683.png,5.0_10.0_3.0,25,93,72,147,54,47,3
10684.png,2.0_9.0,2,19,21,36,17,19,2
10685.png,4.0_8.0,1,23,25,52,29,24,2
10686.png,1.0_5.0_4.0,7,33,40,87,54,33,3
10687.png,4.0_4.0,2,29,32,54,25,30,2
10688.png,3.0_6.0,2,22,26,44,22,24,2
10689.png,9.0_7.0,5,40,43,71,31,38,2
1069.png,7.0,3,26,38,51,25,35,1
10690.png,1.0_8.0,7,25,30,42,17,23,2
10691.png,4.0_3.0,11,43,45,77,34,34,2
10692.png,6.0_1.0,1,22,22,39,17,21,2
10693.png,1.0_1.0_10.0,5,22,25,47,25,20,3
10694.png,3.0_10.0,7,75,62,135,60,55,2
10695.png,7.0_4.0,11,35,34,54,19,23,2
10696.png,6.0_5.0,9,29,25,43,14,16,2
10697.png,9.0_8.0,29,106,98,179,73,69,2
10698.png,5.0_2.0,2,16,18,33,17,16,2
10699.png,6.0_1.0,3,30,33,53,23,30,2
107.png,5.0_2.0,13,49,45,80,31,32,2
1070.png,1.0_9.0,2,17,22,36,19,20,2
10700.png,8.0_2.0,2,28,30,52,24,28,2
10701.png,2.0_2.0,1,13,21,28,15,20,2
10702.png,2.0,3,21,23,36,15,20,1
10703.png,3.0_2.0,10,40,48,68,28,38,2
10704.png,1.0_4.0,1,12,15,24,12,14,2
10705.png,6.0_1.0_1.0,14,126,134,269,143,120,3
10706.png,8.0,2,34,21,44,10,19,1
10707.png,2.0_5.0,2,21,28,42,21,26,2
10708.png,7.0_7.0,10,43,38,76,33,28,2
10709.png,3.0_4.0,6,47,53,93,46,47,2
1071.png,9.0_10.0,70,163,96,188,25,26,2
10710.png,1.0_10.0_6.0,10,32,34,57,25,24,3
10711.png,7.0_8.0,5,37,40,75,38,35,2
10712.png,1.0_1.0_2.0,1,22,28,48,26,27,3
10713.png,1.0_3.0,1,22,28,43,21,27,2
10714.png,7.0_4.0,24,79,50,112,33,26,2
10715.png,3.0_9.0,6,29,38,69,40,32,2
10716.png,4.0_6.0,10,124,152,248,124,142,2
10717.png,4.0_6.0,6,36,34,61,25,28,2
10718.png,6.0,8,31,28,44,13,20,1
10719.png,5.0,12,58,55,85,27,43,1
1072.png,3.0_10.0_5.0,12,57,66,93,36,54,3
10720.png,1.0_1.0,1,14,16,26,12,15,2
10721.png,3.0_9.0,5,40,49,68,28,44,2
10722.png,6.0,1,23,26,38,15,25,1
10723.png,7.0_1.0_6.0,6,39,54,97,58,48,3
10724.png,8.0_4.0,1,17,22,44,27,21,2
10725.png,7.0_2.0,11,33,61,91,58,50,2
10726.png,3.0_7.0,7,37,33,60,23,26,2
10727.png,1.0_1.0_6.0,1,17,16,32,15,15,3
10728.png,1.0_3.0,39,103,80,143,40,41,2
10729.png,2.0_5.0_3.0,2,29,35,62,33,33,3
1073.png,2.0_10.0,4,30,42,63,33,38,2
10730.png,5.0_6.0,1,28,36,62,34,35,2
10731.png,1.0_6.0_2.0,7,39,45,85,46,38,3
10732.png,4.0,2,13,19,23,10,17,1
10733.png,1.0,14,56,61,73,17,47,1
10734.png,1.0_10.0_10.0,20,59,49,89,30,29,3
10735.png,2.0_1.0,2,22,26,45,23,24,2
10736.png,3.0_4.0_9.0,16,79,58,140,61,42,3
10737.png,1.0_7.0,9,44,45,82,38,36,2
10738.png,1.0_4.0,14,59,69,109,50,55,2
10739.png,1.0_4.0,2,16,19,28,12,17,2
1074.png,7.0_7.0_2.0,38,114,82,228,114,44,3
10740.png,4.0,1,17,17,29,12,16,1
10741.png,6.0_6.0,5,48,49,87,39,44,2
10742.png,3.0_4.0,1,23,24,47,24,23,2
10743.png,1.0_9.0,11,32,33,46,14,22,2
10744.png,3.0,1,14,14,24,10,13,1
10745.png,1.0_10.0_10.0,5,29,32,54,25,27,3
10746.png,1.0_4.0,5,37,46,65,28,41,2
10747.png,2.0,3,15,15,21,6,12,1
10748.png,3.0_1.0,6,53,63,75,22,57,2
10749.png,6.0,6,40,62,92,52,56,1
1075.png,4.0_8.0,4,28,34,59,31,30,2
10750.png,5.0_10.0,2,20,29,50,30,27,2
10751.png,4.0_10.0_2.0,9,41,43,73,32,34,3
10752.png,5.0_5.0,47,230,104,276,46,57,2
10753.png,7.0_1.0,4,33,35,57,24,31,2
10754.png,1.0_1.0_2.0,13,43,46,96,53,33,3
10755.png,1.0_5.0,4,23,27,46,23,23,2
10756.png,8.0_2.0,9,78,109,160,82,100,2
10757.png,5.0_10.0,6,29,31,64,35,25,2
10758.png,5.0_10.0,5,33,33,52,19,28,2
10759.png,7.0_10.0,7,29,37,61,32,30,2
1076.png,6.0,7,35,36,51,16,29,1
10760.png,3.0_7.0_9.0,1,30,38,71,41,37,3
10761.png,1.0_6.0_3.0,7,27,29,58,31,22,3
10762.png,4.0_4.0_10.0,41,214,85,274,60,44,3
10763.png,5.0_4.0_3.0,7,60,73,153,93,66,3
10764.png,3.0_2.0,6,34,40,60,26,34,2
10765.png,2.0_1.0,18,85,103,161,76,85,2
10766.png,1.0_8.0_3.0,14,75,84,148,73,70,3
10767.png,2.0_10.0,11,88,123,218,130,112,2
10768.png,3.0_9.0,4,32,32,61,29,28,2
10769.png,4.0_6.0,5,26,32,45,19,27,2
1077.png,1.0_10.0_3.0,20,162,54,192,30,34,3
10770.png,5.0,10,57,66,95,38,56,1
10771.png,1.0_1.0,5,21,19,34,13,14,2
10772.png,3.0_3.0,8,50,52,92,42,44,2
10773.png,3.0_8.0,2,36,50,93,57,48,2
10774.png,6.0,7,41,35,54,13,28,1
10775.png,4.0_4.0,12,47,45,78,31,33,2
10776.png,7.0_1.0,7,40,48,74,34,41,2
10777.png,4.0,5,48,44,72,24,39,1
10778.png,5.0_4.0,8,34,29,56,22,21,2
10779.png,8.0_2.0,15,40,34,62,22,19,2
1078.png,8.0,2,21,23,34,13,21,1
10780.png,4.0_1.0_10.0,15,60,59,98,38,44,3
10781.png,1.0_2.0_8.0,16,42,42,67,25,26,3
10782.png,7.0_6.0,4,26,33,54,28,29,2
10783.png,5.0_8.0,19,71,63,126,55,44,2
10784.png,4.0_8.0,7,25,28,40,15,21,2
10785.png,3.0_7.0,6,44,43,85,41,37,2
10786.png,1.0_6.0_10.0,12,73,54,123,50,42,3
10787.png,1.0_1.0_2.0,5,25,32,50,25,27,3
10788.png,6.0_6.0,2,34,25,50,16,23,2
10789.png,1.0_8.0_7.0_9.0,1,14,12,43,29,11,4
1079.png,1.0_6.0,16,101,84,161,60,68,2
10790.png,3.0_2.0,1,21,40,76,55,39,2
10791.png,1.0_4.0,10,43,42,68,25,32,2
10792.png,3.0_1.0_3.0,12,45,32,69,24,20,3
10793.png,6.0,3,21,21,31,10,18,1
10794.png,2.0_9.0,4,43,43,87,44,39,2
10795.png,1.0_7.0,5,39,45,66,27,40,2
10796.png,6.0_3.0,28,160,194,253,93,166,2
10797.png,2.0,4,30,35,48,18,31,1
10798.png,1.0_7.0_9.0,21,56,53,116,60,32,3
10799.png,2.0_2.0,10,111,64,158,47,54,2
108.png,2.0,3,28,30,42,14,27,1
1080.png,2.0_5.0_5.0,10,52,66,93,41,56,3
10800.png,3.0_10.0_10.0,3,50,55,82,32,52,3
10801.png,4.0_6.0,1,19,22,35,16,21,2
10802.png,3.0_5.0,3,18,23,35,17,20,2
10803.png,5.0_10.0,11,82,76,164,82,65,2
10804.png,3.0_4.0_9.0_6.0,18,51,53,109,58,35,4
10805.png,1.0_6.0,9,43,45,96,53,36,2
10806.png,5.0,30,114,78,138,24,48,1
10807.png,5.0,5,36,29,47,11,24,1
10808.png,2.0,3,21,31,38,17,28,1
10809.png,8.0_9.0,1,17,18,32,15,17,2
1081.png,1.0,9,86,66,109,23,57,1
10810.png,5.0,5,28,32,43,15,27,1
10811.png,1.0_10.0,30,158,220,347,189,190,2
10812.png,6.0_6.0,17,60,44,82,22,27,2
10813.png,2.0_10.0,14,57,76,125,68,62,2
10814.png,2.0,2,28,29,44,16,27,1
10815.png,8.0,5,30,30,49,19,25,1
10816.png,8.0,11,44,38,60,16,27,1
10817.png,2.0_1.0_2.0,4,35,41,77,42,37,3
10818.png,1.0_8.0_5.0,18,78,84,157,79,66,3
10819.png,4.0_3.0,20,61,44,89,28,24,2
1082.png,1.0_5.0_4.0,8,38,40,61,23,32,3
10820.png,2.0_3.0,11,49,56,102,53,45,2
10821.png,7.0_4.0,13,72,70,131,59,57,2
10822.png,1.0_2.0_1.0,56,221,131,289,68,75,3
10823.png,2.0_2.0_5.0,9,50,53,101,51,44,3
10824.png,5.0_3.0,5,111,154,269,158,149,2
10825.png,1.0_5.0_8.0,1,43,54,103,60,53,3
10826.png,1.0,7,42,44,65,23,37,1
10827.png,2.0_1.0,4,29,26,46,17,22,2
10828.png,5.0_2.0,2,30,34,60,30,32,2
10829.png,9.0_1.0,5,40,41,73,33,36,2
1083.png,2.0_3.0_1.0,6,51,52,106,55,46,3
10830.png,4.0_8.0,3,26,29,49,23,26,2
10831.png,1.0_8.0_8.0,14,45,54,93,48,40,3
10832.png,3.0_10.0,9,41,46,71,30,37,2
10833.png,1.0_4.0,1,15,17,30,15,16,2
10834.png,1.0_6.0_1.0,9,32,31,76,44,22,3
10835.png,3.0_8.0_10.0,1,33,45,90,57,44,3
10836.png,4.0_6.0,1,20,21,43,23,20,2
10837.png,1.0_5.0_9.0,19,71,59,114,43,40,3
10838.png,6.0_9.0_4.0,18,59,46,97,38,28,3
10839.png,2.0_2.0_6.0_7.0,6,74,46,137,63,40,4
1084.png,1.0_1.0,7,32,27,47,15,20,2
10840.png,6.0_1.0,7,73,103,156,83,96,2
10841.png,8.0_9.0,1,10,13,23,13,12,2
10842.png,2.0_1.0_7.0,13,54,63,112,58,50,3
10843.png,6.0_9.0,3,40,45,78,38,42,2
10844.png,4.0,3,44,36,59,15,33,1
10845.png,6.0_4.0,6,53,56,102,49,50,2
10846.png,1.0_1.0_1.0,24,60,80,118,58,56,3
10847.png,5.0,7,47,48,69,22,41,1
10848.png,1.0,2,19,18,26,7,16,1
10849.png,3.0_9.0,4,23,33,42,19,29,2
